-71.537,-43.3305,-41.462,-21.6743,3.31608,13.1802,20.0686,36.8327,51.6248,60.9333,75.7209,86.5185
20.0686,36.289,36.8327,45.2372,51.6248,52.8828,53.2895,60.9333,72.9503,75.7209,79.8478,86.5185
13.2983,47.3014,53.2895,59.9681,60.9333,60.9333,72.9503,75.7209,79.8478,82.6993,86.5185,115.103
-32.4897,32.1111,33.568,72.9503,75.7209,79.8478,82.6993,86.5185,89.3847,97.3847,113.81,115.103
22.5316,49.4032,67.4979,82.6993,86.5185,89.3847,93.9978,97.3847,113.81,115.103,115.103,154.854
48.1042,63.5582,81.5228,88.5596,92.0119,93.9978,97.3847,113.81,115.103,115.103,131.798,154.854
9.46529,69.6925,97.3847,97.3847,113.81,115.103,115.103,115.103,115.103,130.628,131.798,154.854
39.7584,52.3717,56.4884,83.2505,100.307,115.103,115.103,115.103,115.103,130.628,131.798,154.854
-25.5123,33.793,39.6279,43.2594,52.4517,115.103,115.103,115.103,115.103,130.628,131.798,154.854
25.1758,110.341,115.103,115.103,115.103,115.103,115.103,127.275,129.621,130.628,131.798,154.854
54.7027,81.7365,88.4136,115.103,127.275,129.621,129.621,130.628,130.628,131.798,139.614,154.854
-1.0884,17.611,103.437,129.621,130.628,130.628,131.798,131.798,139.614,154.854,154.854,195.451
-22.1617,127.217,131.426,131.798,131.798,131.798,131.798,139.614,139.614,154.854,154.854,195.451
47.1561,83.3218,87.794,89.6024,131.798,139.614,139.614,139.614,143.391,154.854,154.854,195.451
63.3474,78.1391,105.372,133.497,139.614,139.614,139.614,143.391,143.391,154.854,154.854,195.451
-46.9504,50.1521,64.6913,95.407,125.809,138.86,139.614,143.391,143.391,154.854,154.854,195.451
-34.1465,19.2505,40.4738,90.865,139.614,143.391,143.391,143.391,143.391,154.854,154.854,195.451
45.2939,134.069,143.391,143.391,143.391,143.391,143.391,143.391,154.854,154.854,154.854,195.451
43.6254,84.9915,88.8653,110.585,143.391,143.391,154.854,154.854,154.854,154.854,154.854,195.451
36.4426,72.4058,87.2429,88.0699,154.854,154.854,154.854,154.854,154.854,154.854,170.318,195.451
79.7722,115.105,154.854,154.854,154.854,154.854,154.854,154.854,154.854,154.854,170.318,195.451
